"age","job","marital","education","default","balance","housing","loan","day","month","duration","campaign","pdays","previous","y"
38,"entrepreneur","married","secondary","no",681.609195402299,"yes","yes",24,"jul",1484,24,-1,0,"yes"
32,"blue-collar","married","secondary","no",872.413793103448,"yes","no",9,"apr",317,5,-1,0,"yes"
70,"retired","divorced","primary","no",5208.04597701149,"no","no",18,"may",445,1,-1,0,"no"
65,"retired","divorced","primary","no",2114.94252873563,"no","no",1,"jun",383,2,188,5,"no"
56,"blue-collar","married","secondary","no",396.551724137931,"yes","no",22,"jul",605,1,-1,0,"no"
35,"blue-collar","married","secondary","no",1479.31034482759,"yes","no",14,"jul",330,2,-1,0,"no"
56,"management","married","unknown","no",405.747126436782,"no","yes",25,"jul",171,2,-1,0,"no"
56,"technician","married","secondary","no",235.632183908046,"no","yes",23,"jul",442,2,-1,0,"no"
49,"entrepreneur","married","secondary","no",789.655172413793,"yes","no",17,"apr",772,1,-1,0,"yes"
38,"unemployed","married","primary","no",1318.3908045977,"yes","yes",8,"may",249,5,-1,0,"no"
35,"management","married","tertiary","no",4926.4367816092,"yes","no",9,"may",357,1,-1,0,"no"
38,"admin.","married","tertiary","no",695.402298850575,"no","no",18,"nov",147,2,-1,0,"no"
49,"blue-collar","married","secondary","no",9821.83908045977,"yes","yes",6,"may",199,7,167,1,"no"
55,"management","married","unknown","no",642.528735632184,"no","no",28,"jan",271,2,-1,0,"no"
43,"blue-collar","single","primary","no",2.29885057471264,"yes","no",30,"jul",783,3,-1,0,"no"
43,"management","married","tertiary","no",2.29885057471264,"no","yes",20,"aug",472,2,-1,0,"no"
25,"admin.","single","tertiary","no",873.563218390805,"yes","no",27,"may",223,3,89,2,"yes"
30,"blue-collar","married","primary","no",1513.79310344828,"yes","no",21,"may",395,2,-1,0,"no"
46,"blue-collar","married","secondary","no",209.195402298851,"no","no",4,"feb",56,1,-1,0,"no"
50,"admin.","married","primary","no",317.241379310345,"no","yes",17,"jun",641,6,-1,0,"no"
35,"entrepreneur","married","secondary","no",3414.94252873563,"no","no",4,"may",429,4,164,2,"yes"
26,"unemployed","single","secondary","no",1222.98850574713,"no","no",31,"may",113,1,-1,0,"no"
45,"admin.","married","unknown","no",2049.42528735632,"no","no",20,"jun",11,11,-1,0,"no"
37,"blue-collar","married","secondary","no",-77.0114942528736,"no","no",2,"feb",157,1,-1,0,"no"
60,"self-employed","single","tertiary","no",205.747126436782,"no","yes",29,"jul",79,4,-1,0,"no"
38,"management","married","tertiary","no",1378.16091954023,"no","no",4,"aug",178,1,1,1,"yes"
47,"blue-collar","married","primary","no",245.977011494253,"yes","yes",9,"jun",168,1,-1,0,"no"
33,"technician","married","secondary","no",7700,"no","no",9,"nov",425,1,462,1,"no"
51,"unemployed","married","secondary","no",2022.98850574713,"no","yes",19,"nov",162,1,-1,0,"no"
35,"entrepreneur","single","tertiary","no",166.666666666667,"yes","no",18,"jul",799,2,-1,0,"yes"
35,"unemployed","married","secondary","no",1124.13793103448,"no","no",29,"dec",1370,3,209,3,"yes"
48,"admin.","single","secondary","no",1321.83908045977,"yes","no",28,"may",357,1,-1,0,"no"
37,"admin.","married","secondary","no",139.080459770115,"no","no",22,"jul",22,6,-1,0,"no"
29,"technician","single","tertiary","no",951.724137931035,"yes","no",16,"apr",215,3,321,3,"no"
34,"admin.","married","secondary","no",280.459770114943,"yes","no",31,"jul",56,4,-1,0,"no"
32,"services","married","primary","no",262.068965517241,"yes","no",21,"jul",1017,6,-1,0,"yes"
30,"management","single","tertiary","no",487.35632183908,"no","no",16,"apr",298,4,-1,0,"yes"
47,"management","divorced","tertiary","no",513.793103448276,"no","yes",7,"may",126,1,-1,0,"no"
33,"blue-collar","married","primary","no",-224.137931034483,"no","no",20,"sep",9,1,-1,0,"no"
33,"management","single","tertiary","no",1620.68965517241,"yes","no",5,"feb",8,1,254,5,"no"
63,"retired","married","primary","no",1245.97701149425,"no","no",14,"oct",201,1,183,1,"no"
51,"self-employed","divorced","primary","no",12556.3218390805,"no","no",6,"may",106,2,-1,0,"no"
41,"management","married","tertiary","no",956.32183908046,"yes","yes",21,"nov",164,1,176,1,"no"
56,"retired","married","tertiary","no",549.425287356322,"no","no",5,"feb",97,1,-1,0,"no"
60,"management","single","tertiary","no",0,"no","yes",23,"jul",151,1,-1,0,"no"
41,"self-employed","single","tertiary","no",4540.22988505747,"yes","no",30,"may",96,2,-1,0,"no"
37,"management","single","unknown","no",579.310344827586,"yes","no",16,"apr",555,1,-1,0,"no"
36,"blue-collar","single","secondary","no",251.724137931034,"yes","yes",11,"may",270,2,347,1,"no"
57,"management","married","tertiary","no",1841.37931034483,"no","no",29,"jul",339,3,-1,0,"no"
55,"management","married","primary","no",2973.5632183908,"no","no",4,"sep",328,2,94,2,"yes"
44,"admin.","married","secondary","no",0,"yes","yes",16,"may",159,1,-1,0,"no"
47,"self-employed","married","tertiary","no",2647.12643678161,"yes","no",6,"may",323,2,364,1,"no"
31,"blue-collar","married","secondary","no",1908.04597701149,"yes","no",20,"apr",342,1,-1,0,"no"
35,"management","married","tertiary","yes",36.7816091954023,"yes","no",21,"nov",180,1,-1,0,"no"
39,"management","married","tertiary","no",319.540229885057,"no","yes",28,"jul",60,3,-1,0,"no"
50,"management","married","tertiary","no",4.59770114942529,"no","no",17,"nov",223,1,96,2,"no"
29,"management","married","tertiary","no",365.51724137931,"yes","no",18,"may",1434,2,356,4,"no"
30,"services","single","secondary","no",240.229885057471,"yes","no",6,"may",30,2,-1,0,"no"
46,"services","married","secondary","no",311.494252873563,"yes","no",16,"may",134,4,-1,0,"no"
27,"management","single","unknown","no",3673.5632183908,"no","no",9,"feb",10,2,-1,0,"no"
48,"admin.","divorced","secondary","no",4711.49425287356,"no","no",2,"apr",397,2,-1,0,"yes"
26,"student","single","secondary","no",2956.32183908046,"yes","no",5,"may",620,1,-1,0,"no"
36,"management","single","tertiary","no",389.655172413793,"no","no",21,"nov",6,6,-1,0,"no"
42,"blue-collar","married","primary","no",0,"yes","yes",7,"may",209,2,-1,0,"no"
50,"housemaid","married","primary","no",454.022988505747,"yes","no",15,"may",419,2,-1,0,"no"
49,"blue-collar","married","secondary","no",2343.67816091954,"yes","no",18,"nov",283,2,-1,0,"no"
45,"management","married","tertiary","no",6264.36781609195,"no","no",8,"aug",188,2,-1,0,"no"
23,"student","single","secondary","no",896.551724137931,"no","no",16,"sep",267,1,-1,0,"no"
38,"technician","single","secondary","no",0,"yes","no",7,"apr",196,2,-1,0,"no"
32,"management","single","tertiary","no",9696.55172413793,"yes","no",17,"apr",245,1,149,2,"no"
60,"technician","single","primary","no",12944.8275862069,"no","no",26,"aug",323,1,-1,0,"yes"
30,"entrepreneur","married","secondary","no",1087.35632183908,"yes","no",19,"nov",1065,1,183,1,"no"
58,"housemaid","married","tertiary","no",571.264367816092,"no","no",11,"jun",138,5,-1,0,"no"
60,"retired","married","primary","no",63.2183908045977,"no","no",4,"jun",207,1,-1,0,"no"
38,"services","married","secondary","no",-160.919540229885,"no","no",25,"jun",456,3,-1,0,"no"
51,"technician","married","secondary","no",-435.632183908046,"yes","no",5,"aug",261,1,-1,0,"no"
42,"admin.","married","secondary","no",-455.172413793103,"yes","no",11,"may",80,1,308,4,"no"
30,"services","single","secondary","no",0,"yes","no",18,"may",131,6,363,9,"no"
40,"management","married","primary","no",842.528735632184,"yes","no",6,"jun",94,7,-1,0,"no"
37,"management","married","tertiary","no",451.724137931034,"yes","no",14,"may",567,3,275,4,"yes"
53,"technician","divorced","primary","no",8379.31034482759,"yes","no",30,"may",153,1,-1,0,"no"
27,"services","single","secondary","no",537.931034482759,"yes","no",13,"may",109,1,-1,0,"no"
39,"blue-collar","married","secondary","no",0,"yes","no",30,"apr",53,1,325,1,"no"
39,"blue-collar","married","primary","no",4258.62068965517,"yes","no",16,"jun",77,1,-1,0,"no"
59,"retired","married","tertiary","no",11121.8390804598,"no","no",27,"mar",234,2,-1,0,"yes"
37,"services","married","secondary","no",1526.4367816092,"yes","no",13,"may",121,2,341,4,"no"
41,"blue-collar","married","primary","no",9.19540229885057,"yes","no",15,"jul",155,2,-1,0,"no"
45,"blue-collar","married","primary","no",70.1149425287356,"no","no",17,"apr",108,1,-1,0,"no"
48,"management","married","tertiary","no",7601.14942528736,"no","no",17,"jun",159,3,-1,0,"no"
48,"technician","married","secondary","no",347.126436781609,"yes","no",26,"may",208,3,-1,0,"no"
32,"blue-collar","married","secondary","no",1155.1724137931,"no","no",12,"may",215,1,-1,0,"no"
35,"services","married","secondary","no",125.287356321839,"yes","no",6,"may",597,3,-1,0,"no"
33,"management","single","tertiary","no",1425.28735632184,"yes","no",4,"feb",505,2,260,1,"no"
28,"blue-collar","single","primary","no",0,"yes","yes",3,"jun",380,4,-1,0,"no"
64,"retired","married","unknown","no",3359.77011494253,"no","no",12,"mar",120,1,-1,0,"no"
35,"technician","married","secondary","no",0,"no","no",27,"aug",106,4,-1,0,"no"
33,"blue-collar","married","secondary","no",49.4252873563218,"yes","no",14,"may",332,2,358,2,"no"
41,"technician","married","secondary","no",331.034482758621,"yes","no",15,"may",221,4,-1,0,"no"
34,"admin.","married","secondary","no",704.597701149425,"yes","no",4,"jun",80,1,-1,0,"no"
37,"technician","single","tertiary","no",7012.64367816092,"no","no",4,"may",60,5,87,1,"no"
38,"blue-collar","married","primary","no",193.103448275862,"yes","yes",13,"may",212,3,-1,0,"no"
39,"blue-collar","married","primary","no",8833.33333333333,"yes","no",14,"apr",493,3,-1,0,"no"
35,"technician","divorced","tertiary","no",5189.65517241379,"yes","no",19,"nov",98,2,-1,0,"no"
28,"blue-collar","single","secondary","no",594.252873563218,"no","yes",8,"jul",681,1,-1,0,"yes"
27,"blue-collar","single","secondary","no",170.114942528736,"no","no",22,"jul",203,1,-1,0,"no"
48,"retired","married","primary","yes",-327.586206896552,"no","yes",19,"nov",157,1,-1,0,"no"
50,"blue-collar","married","secondary","no",1019.54022988506,"no","no",16,"jun",287,1,-1,0,"no"
45,"self-employed","married","secondary","no",3560.91954022989,"yes","no",7,"aug",159,2,-1,0,"no"
41,"technician","married","tertiary","no",855.172413793103,"yes","no",14,"may",125,1,-1,0,"no"
39,"technician","married","secondary","no",149.425287356322,"no","no",8,"jul",202,2,-1,0,"no"
44,"management","married","secondary","no",503.448275862069,"yes","no",8,"may",37,3,303,1,"no"
54,"admin.","married","secondary","no",0,"no","no",28,"jan",161,1,98,2,"yes"
49,"management","married","tertiary","no",370.114942528736,"no","no",6,"aug",72,4,-1,0,"no"
34,"blue-collar","single","secondary","no",213.793103448276,"no","no",2,"feb",342,1,-1,0,"no"
75,"retired","divorced","tertiary","no",4379.31034482759,"yes","no",16,"nov",262,1,183,1,"yes"
42,"management","married","tertiary","no",0,"no","no",13,"aug",325,2,-1,0,"no"
53,"blue-collar","married","secondary","no",5034.48275862069,"no","no",19,"aug",223,7,-1,0,"no"
49,"management","divorced","tertiary","no",867.816091954023,"no","no",31,"jul",1212,4,-1,0,"yes"
31,"services","single","secondary","no",2379.31034482759,"no","no",29,"aug",319,2,-1,0,"no"
45,"blue-collar","single","primary","no",1148.27586206897,"no","no",29,"jan",182,2,-1,0,"no"
39,"self-employed","married","secondary","no",191.954022988506,"yes","yes",17,"jul",330,1,-1,0,"no"
46,"technician","married","secondary","no",1519.54022988506,"yes","yes",19,"nov",514,1,-1,0,"no"
42,"admin.","divorced","secondary","no",1236.7816091954,"yes","no",14,"may",213,1,-1,0,"no"
37,"management","married","tertiary","no",577.011494252874,"yes","no",7,"may",551,1,351,1,"no"
26,"technician","single","tertiary","no",1397.70114942529,"yes","no",16,"apr",472,2,-1,0,"no"
37,"management","single","tertiary","no",1006.89655172414,"yes","no",15,"apr",140,4,327,2,"no"
36,"services","single","secondary","no",393.103448275862,"yes","no",7,"may",142,1,-1,0,"no"
29,"blue-collar","single","primary","no",1091.95402298851,"yes","no",4,"jun",135,3,-1,0,"no"
36,"blue-collar","married","primary","no",1118.3908045977,"yes","yes",23,"may",293,1,-1,0,"no"
26,"technician","married","tertiary","no",4396.55172413793,"yes","no",13,"may",107,1,-1,0,"no"
32,"blue-collar","married","secondary","no",2719.54022988506,"yes","no",20,"may",127,2,-1,0,"no"
40,"management","married","tertiary","no",622.988505747126,"yes","no",20,"nov",1816,1,-1,0,"no"
53,"management","married","primary","no",1143.67816091954,"no","no",4,"feb",200,3,-1,0,"no"
29,"management","married","tertiary","no",22.9885057471264,"yes","no",12,"may",418,1,-1,0,"no"
34,"technician","single","tertiary","no",262.068965517241,"yes","no",22,"jul",387,4,-1,0,"no"
43,"blue-collar","married","secondary","no",149.425287356322,"no","no",5,"may",156,1,337,3,"no"
56,"management","married","tertiary","no",249.425287356322,"no","yes",21,"jul",121,2,-1,0,"no"
55,"entrepreneur","divorced","tertiary","no",0,"no","no",6,"jun",108,2,-1,0,"no"
31,"self-employed","married","tertiary","no",297.701149425287,"yes","no",7,"may",47,1,-1,0,"no"
27,"admin.","single","secondary","no",711.494252873563,"yes","no",20,"apr",16,5,322,4,"no"
36,"management","married","secondary","no",740.229885057471,"yes","no",18,"nov",54,2,-1,0,"no"
44,"management","married","tertiary","no",25.2873563218391,"yes","no",6,"aug",265,2,-1,0,"no"
37,"admin.","divorced","tertiary","no",4945.97701149425,"yes","no",23,"may",168,1,-1,0,"no"
30,"admin.","single","secondary","no",274.712643678161,"yes","no",7,"may",115,3,-1,0,"no"
42,"technician","single","secondary","no",316.091954022988,"no","no",26,"aug",31,8,-1,0,"no"
30,"management","married","tertiary","no",1403.44827586207,"yes","no",25,"jul",279,4,-1,0,"yes"
62,"retired","married","secondary","no",937.931034482759,"no","no",1,"sep",28,2,-1,0,"no"
24,"blue-collar","married","secondary","no",1404.59770114943,"yes","no",20,"apr",369,1,-1,0,"no"
31,"technician","married","secondary","no",2716.09195402299,"yes","no",13,"may",247,1,-1,0,"no"
66,"retired","married","tertiary","no",2600,"no","no",22,"apr",155,1,-1,0,"no"
47,"admin.","married","secondary","no",2.29885057471264,"no","no",10,"jul",89,1,-1,0,"no"
39,"entrepreneur","married","tertiary","no",2.29885057471264,"yes","no",17,"nov",180,1,-1,0,"no"
35,"technician","married","secondary","no",5181.6091954023,"yes","no",18,"nov",854,1,-1,0,"yes"
35,"admin.","divorced","secondary","no",-462.068965517241,"yes","no",17,"apr",46,1,-1,0,"no"
27,"technician","married","secondary","no",1812.64367816092,"yes","yes",28,"may",266,2,-1,0,"no"
32,"blue-collar","married","secondary","no",39.0804597701149,"yes","no",5,"may",321,2,-1,0,"no"
44,"management","married","tertiary","no",913.793103448276,"no","no",28,"aug",99,24,-1,0,"no"
42,"blue-collar","married","secondary","no",134.48275862069,"yes","no",9,"may",147,1,-1,0,"no"
34,"self-employed","single","tertiary","no",6278.16091954023,"no","no",30,"apr",430,1,-1,0,"yes"
25,"services","single","secondary","no",462.068965517241,"no","yes",7,"jul",264,1,-1,0,"no"
40,"technician","single","secondary","no",736.781609195402,"no","no",16,"jul",156,6,-1,0,"no"
43,"management","divorced","tertiary","no",41.3793103448276,"no","no",26,"may",118,1,102,2,"no"
55,"unemployed","married","tertiary","no",440.229885057471,"no","no",6,"may",343,3,-1,0,"no"
50,"blue-collar","married","secondary","no",325.287356321839,"yes","no",7,"aug",226,3,-1,0,"no"
45,"management","divorced","tertiary","no",0,"no","no",1,"jun",5,1,-1,0,"no"
35,"blue-collar","divorced","secondary","no",3565.51724137931,"yes","no",20,"nov",138,1,-1,0,"no"
32,"blue-collar","married","secondary","no",1021.83908045977,"yes","no",10,"sep",185,1,99,5,"yes"
59,"housemaid","married","secondary","no",0,"no","no",3,"feb",722,1,99,4,"no"
34,"self-employed","married","secondary","no",-425.287356321839,"yes","no",21,"may",748,1,-1,0,"no"
39,"management","married","tertiary","no",-696.551724137931,"yes","no",26,"may",142,1,-1,0,"no"
40,"management","single","secondary","no",11928.7356321839,"yes","no",17,"nov",523,3,-1,0,"no"
36,"blue-collar","single","primary","no",1509.19540229885,"yes","no",20,"jun",8,10,-1,0,"no"
40,"management","married","tertiary","no",10309.1954022989,"yes","no",17,"nov",153,1,-1,0,"no"
55,"self-employed","married","secondary","no",-225.287356321839,"yes","no",20,"may",210,2,-1,0,"no"
38,"entrepreneur","married","secondary","yes",17.2413793103448,"yes","no",10,"jul",121,1,-1,0,"no"
61,"admin.","married","secondary","no",5296.55172413793,"no","no",12,"mar",212,1,-1,0,"yes"
41,"management","married","tertiary","no",765.51724137931,"yes","no",21,"may",253,3,-1,0,"no"
57,"blue-collar","married","primary","no",519.540229885057,"yes","no",13,"may",139,4,-1,0,"no"
48,"blue-collar","married","secondary","no",171.264367816092,"yes","no",9,"may",71,1,-1,0,"no"
77,"retired","married","tertiary","no",8967.81609195402,"no","no",4,"may",421,1,92,2,"yes"
35,"services","married","secondary","no",1670.11494252874,"yes","no",28,"may",199,1,-1,0,"no"
54,"blue-collar","married","secondary","no",1701.14942528736,"yes","no",14,"may",108,1,-1,0,"no"
37,"management","single","unknown","no",821.83908045977,"yes","no",20,"may",247,2,-1,0,"no"
56,"management","single","secondary","no",272.413793103448,"yes","no",9,"jul",236,4,-1,0,"no"
40,"technician","married","secondary","no",797.701149425287,"yes","no",4,"feb",97,4,196,5,"no"
40,"management","married","tertiary","no",0,"no","no",14,"jul",109,8,-1,0,"no"
